indexInTrack,name,startSeconds,endSeconds,durationSeconds,mediaPath,textContent
0,Title-4,35.8,40.3333333333333,4.53333333333334,P:\download\Copied_3571\Copied_3571\Title-4.aegraphic,
1,Title-4,560.8,562.4,1.60000000000002,P:\download\Copied_3571\Copied_3571\Title-4.aegraphic,
2,Title-4,562.4,566.933333333333,4.5333333333333,P:\download\Copied_3571\Copied_3571\Title-4.aegraphic,
3,Title-4,655.566666666667,660.1,4.5333333333333,P:\download\Copied_3571\Copied_3571\Title-4.aegraphic,
4,Title-4,934.1,938.633333333333,4.5333333333333,P:\download\Copied_3571\Copied_3571\Title-4.aegraphic,
